oem,model,battery_charging,platform_cpu,platform_gpu,body_sim,network_technology,display_type,main_camera_video,selfie_camera_video,body_weight,display_resolution,display_size,sound_3.5mm_jack,platform_os,platform_chipset,memory,ram,removability,battery_capacity,misc_price
Huawei,nova 5i Pro,20,8,Mali-G52,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,LTPS IPS LCD,4K,1080p,178,1080 x 2340 ,6.26,Yes,Android,Kirin 810,128,6,Non-removable,4000,290
Huawei,Enjoy 10 Plus,10,8,Mali-G51,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,1080p,163.5,1080 x 2340 ,6.59,Yes,Android,Kirin 710F,128,4,Non-removable,4000,190
Huawei,nova 5T,22.5,8,Mali-G76,"Dual SIM (Nano-SIM/Micro-SIM, dual stand-by)",LTE,IPS LCD,4K,1080p,174,1080 x 2340 ,6.26,No,Android,Kirin 980,128,6,Non-removable,3750,239
Huawei,nova 5 Pro,40,8,Mali-G76,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,OLED,4K,1080p,171,1080 x 2340 ,6.39,No,Android,Kirin 980,128,8,Non-removable,3500,390
Huawei,nova 5,40,8,Mali-G52,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,OLED,1080p,1080p,171,1080 x 2340 ,6.39,No,Android,Kirin 810,128,8,Non-removable,3500,360
Huawei,nova 5i,10,8,Mali-G51,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,1080p,178,1080 x 2310 ,6.4,Yes,Android,Kirin 710F,128,6,Non-removable,4000,260
Huawei,Y9 Prime (2019),21.82167235,8,Mali-G51,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,LTPS IPS LCD,1080p,1080p,196.8,1080 x 2340 ,6.59,Yes,Android,Kirin 710F,64,4,Non-removable,4000,185.868
Huawei,P20 lite (2019),18,8,Mali-G51,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,LTPS IPS LCD,1080p,1080p,178,1080 x 2310 ,6.4,Yes,Android,Kirin 710,64,4,Non-removable,4000,280
Huawei,P Smart Z,21.82167235,8,Mali-G51,No,LTE,LTPS IPS LCD,1080p,1080p,196.8,1080 x 2340 ,6.59,Yes,Android,Kirin 710F,64,4,Non-removable,4000,280
Huawei,Mate 20 X (5G),40,8,Mali-G76,Mini-SIM,5G,OLED,4K,1080p,233,1080 x 2244 ,7.2,No,Android,Kirin 980,256,8,Non-removable,4200,575
Huawei,Y5 (2019),21.82167235,4,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,,146,720 x 1520 ,5.71,Yes,Android,Mediatek MT6761 Helio A22,16,2,Non-removable,3020,86.16
Lenovo,K10 Plus,10,8,Adreno 506,Mini-SIM,LTE,IPS LCD,1080p,1080p,172,720 x 1520 ,6.22,Yes,Android,Qualcomm SDM632 Snapdragon 632,64,4,Non-removable,4050,135
Lenovo,K10 Note,18,8,Adreno 616,Mini-SIM,LTE,IPS LCD,1080p,1080p,164,1080 x 2340 ,6.3,Yes,Android,Qualcomm SDM710 Snapdragon 710,64,4,Non-removable,4050,224
Lenovo,A6 Note,10,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,,172,720 x 1560 ,6.09,Yes,Android,Mediatek MT6762 Helio P22,16,2,Non-removable,4000,100
Lenovo,Tab M7,21.82167235,4,Mali-400,Mini-SIM,LTE,IPS LCD,720p,720p,236,600 x 1024 ,7,Yes,Android,Mediatek MT8321,8,1,Non-removable,3590,100
Lenovo,Z6,15,8,Adreno 618,Mini-SIM,LTE,Super AMOLED,4K,1080p,159,1080 x 2340 ,6.39,Yes,Android,Qualcomm SDM730 Snapdragon 730,64,6,Non-removable,4000,250
Lenovo,Z6 Pro 5G,18,8,Adreno 640,Mini-SIM,5G,Super AMOLED,4K,1080p,185,1080 x 2340 ,6.39,Yes,Android,Qualcomm SM8150 Snapdragon 855,128,6,Non-removable,4000,400
Lenovo,Z6 Youth,15,8,Adreno 616,Mini-SIM,LTE,IPS LCD,1080p,1080p,164,1080 x 2340 ,6.3,Yes,Android,Qualcomm SDM710 Snapdragon 710,64,4,Non-removable,4050,160
Lenovo,Z6 Pro,18,8,Adreno 640,Mini-SIM,LTE,Super AMOLED,4K,1080p,185,1080 x 2340 ,6.39,Yes,Android,Qualcomm SM8150 Snapdragon 855,128,6,Non-removable,4000,330.99
LG,Q61,21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,191,1080 x 2340 ,6.53,Yes,Android,Mediatek MT6765 Helio P35,64,4,Non-removable,4000,270
LG,Stylo 6,21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,219,1080 x 2460 ,6.8,Yes,Android,Mediatek MT6765 Helio P35,64,3,Non-removable,4000,200
LG,Velvet,25,8,Adreno 620,Mini-SIM,5G,P-OLED,4K,1080p,180,1080 x 2460 ,6.8,Yes,Android,Qualcomm SDM765 Snapdragon 765G,128,6,Non-removable,4300,769.98
LG,Q51,21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,204,720 x 1520 ,6.5,Yes,Android,Mediatek MT6762 Helio P22,32,3,Non-removable,4000,240
LG,W10 Alpha,21.82167235,8,IMG8322,Mini-SIM,LTE,IPS LCD,1080p,720p,170,720 x 1512 ,5.71,Yes,Android,Unisoc SC9863A,32,3,Non-removable,3450,130
LG,K61,21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,191,1080 x 2340 ,6.53,Yes,Android,Mediatek MT6765 Helio P35,64,4,Non-removable,4000,239.59
LG,K51S,21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,194.5,720 x 1600 ,6.55,Yes,Android,Mediatek MT6765 Helio P35,64,3,Non-removable,4000,190.09
LG,K41S,21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,191.7,720 x 1600 ,6.55,Yes,Android,Mediatek MT6762 Helio P22,32,3,Non-removable,4000,145
LG,V50S ThinQ 5G,21,8,Adreno 640,Mini-SIM,5G,OLED,4K,4K,192,1080 x 2340 ,6.4,Yes,Android,Qualcomm SM8150 Snapdragon 855,256,8,Non-removable,4000,1100
LG,G8X ThinQ,21,8,Adreno 640,Mini-SIM,LTE,OLED,4K,4K,192,1080 x 2340 ,6.4,Yes,Android,Qualcomm SM8150 Snapdragon 855,128,6,Non-removable,4000,578
LG,Q70,15,8,Adreno 612,Mini-SIM,LTE,IPS LCD,4K,1080p,198,1080 x 2310 ,6.4,Yes,Android,Qualcomm SDM675 Snapdragon 675,64,4,Non-removable,4000,320
LG,K30 (2019),21.82167235,4,Adreno 308,Mini-SIM,LTE,IPS LCD,1080p,,148,720 x 1440 ,5.45,Yes,Android,Qualcomm MSM8917 Snapdragon 425,16,2,Non-removable,3000,140
LG,K20 (2019),21.82167235,4,PowerVR GE8100,Mini-SIM,LTE,IPS LCD,1080p,,152,480 x 960 ,5.45,Yes,Android,Mediatek MT6739,16,1,Non-removable,3000,100
LG,K40S,21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,186,720 x 1520 ,6.1,Yes,Android,Mediatek MT6762 Helio P22,32,2,Non-removable,3500,160
LG,K50S,21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,194,720 x 1520 ,6.5,Yes,Android,Mediatek MT6762 Helio P22,32,3,Non-removable,4000,200
LG,W30 Pro,21.82167235,8,Adreno 506,Mini-SIM,LTE,IPS LCD,4K,1080p,172,720 x 1520 ,6.22,Yes,Android,Qualcomm SDM632 Snapdragon 632,64,4,Non-removable,4050,190
LG,W30,21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,,175,720 x 1520 ,6.26,Yes,Android,Mediatek MT6762 Helio P22,32,3,Non-removable,4000,130
LG,W10,21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,164,720 x 1512 ,6.19,Yes,Android,Mediatek MT6762 Helio P22,32,3,Non-removable,4000,110
LG,Stylo 5,21.82167235,8,Adreno 506,Mini-SIM,LTE,IPS LCD,1080p,1080p,179,1080 x 2160 ,6.2,Yes,Android,Qualcomm SDM450 Snapdragon 450,32,3,Non-removable,3500,200
LG,G8S ThinQ,18,8,Adreno 640,Mini-SIM,LTE,G-OLED,4K,1080p,181,1080 x 2248 ,6.21,Yes,Android,Qualcomm SM8150 Snapdragon 855,64,6,Non-removable,3550,356.99
LG,Q8 (2018),18,8,Adreno 506,Mini-SIM,LTE,IPS LCD,1080p,1080p,172,1080 x 2160 ,6.2,Yes,Android,Qualcomm SDM450 Snapdragon 450,64,4,Non-removable,3300,300
LG,X power 3,21.82167235,4,Adreno 308,Mini-SIM,LTE,IPS LCD,1080p,,171,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8917 Snapdragon 425,16,2,Non-removable,4500,180
Motorola,One Fusion+,15,8,Adreno 618,Mini-SIM,LTE,IPS LCD,4K,1080p,210,1080 x 2340 ,6.5,Yes,Android,Qualcomm SDM730 Snapdragon 730,128,6,Non-removable,5000,300
Motorola,Moto G Fast,10,8,Adreno 610,Mini-SIM,LTE,IPS LCD,4K,1080p,189.4,720 x 1560 ,6.4,Yes,Android,Qualcomm SM6125 Snapdragon 665,32,3,Non-removable,4000,199.99
Motorola,Moto E (2020),21.82167235,8,Adreno 506,Mini-SIM,LTE,IPS LCD,1080p,1080p,185,720 x 1520 ,6.2,Yes,Android,Qualcomm SDM632 Snapdragon 632,32,2,Non-removable,3550,149.99
Motorola,Moto G Pro,15,8,Adreno 610,Mini-SIM,LTE,IPS LCD,4K,1080p,192,1080 x 2300 ,6.4,Yes,Android,Qualcomm SDM665 Snapdragon 665,128,4,Non-removable,4000,329.99
Motorola,Edge+,18,8,Adreno 650,Mini-SIM,5G,OLED,6K,1080p,203,1080 x 2340 ,6.7,Yes,Android,Qualcomm SM8250 Snapdragon 865,256,12,Non-removable,5000,1200
Motorola,Moto G8 Power Lite,10,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,200,720 x 1600 ,6.5,Yes,Android,Mediatek MT6765 Helio P35,64,4,Non-removable,5000,144
Motorola,Moto E6s (2020),21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,160,720 x 1560 ,6.1,Yes,Android,Mediatek MT6762 Helio P22,32,2,Removable,3000,96.85
Motorola,Moto G8,10,8,Adreno 610,Mini-SIM,LTE,IPS LCD,4K,1080p,188.3,720 x 1560 ,6.4,Yes,Android,Qualcomm SM6125 Snapdragon 665,64,4,Non-removable,4000,169.99
Motorola,Moto G Stylus,10,8,Adreno 610,Mini-SIM,LTE,IPS LCD,4K,1080p,192,1080 x 2300 ,6.4,Yes,Android,Qualcomm SDM665 Snapdragon 665,128,4,Non-removable,4000,195
Motorola,Moto G Power,10,8,Adreno 610,Mini-SIM,LTE,IPS LCD,4K,1080p,199,1080 x 2300 ,6.4,Yes,Android,Qualcomm SDM665 Snapdragon 665,64,4,Non-removable,5000,249.99
Motorola,Moto G8 Power,18,8,Adreno 610,Mini-SIM,LTE,IPS LCD,4K,1080p,197,1080 x 2300 ,6.4,Yes,Android,Qualcomm SDM665 Snapdragon 665,64,4,Non-removable,5000,174.06
Motorola,One Hyper,45,8,Adreno 612,Mini-SIM,LTE,IPS LCD,4K,1080p,210,1080 x 2340 ,6.5,Yes,Android,Qualcomm SDM675 Snapdragon 675,128,4,Non-removable,4000,296.43
Motorola,Razr 2019,15,8,Adreno 616,Mini-SIM,LTE,Foldable P-OLED,4K,1080p,205,876 x 2142 ,6.2,No,Android,Qualcomm SDM710 Snapdragon 710,128,6,Non-removable,2510,42.99
Motorola,Moto G8 Play,21.82167235,8,Mali-G72,Mini-SIM,LTE,IPS LCD,1080p,1080p,183.6,720 x 1520 ,6.2,Yes,Android,Mediatek MT6771 Helio P70M,32,2,Non-removable,4000,134.99
Motorola,Moto E6 Play,21.82167235,4,PowerVR GE8100,Mini-SIM,LTE,IPS LCD,1080p,1080p,140,720 x 1440 ,5.5,Yes,Android,Mediatek MT6739,32,2,Non-removable,3000,93.99
Motorola,Moto G8 Plus,15,8,Adreno 610,Mini-SIM,LTE,LTPS IPS LCD,4K,1080p,188,1080 x 2280 ,6.3,Yes,Android,Qualcomm SDM665 Snapdragon 665,64,4,Non-removable,4000,199.9
Motorola,One Macro,10,8,Mali-G72,Mini-SIM,LTE,IPS LCD,1080p,1080p,186,720 x 1520 ,6.2,Yes,Android,Mediatek MT6771 Helio P70,64,4,Non-removable,4000,139.99
Motorola,Moto E6 Plus,10,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,149.7,720 x 1560 ,6.1,Yes,Android,Mediatek MT6762 Helio P22,32,2,Removable,3000,108.96
Motorola,One Zoom,15,8,Adreno 612,Mini-SIM,LTE,Super AMOLED,4K,1080p,190,1080 x 2340 ,6.39,Yes,Android,Qualcomm SDM675 Snapdragon 675,128,4,Non-removable,4000,299.99
Motorola,One Action,10,8,Mali-G72,Mini-SIM,LTE,LTPS IPS LCD,4K,1080p,176,1080 x 2520 ,6.3,Yes,Android,Exynos 9609,128,4,Non-removable,3500,165
Motorola,Moto E6,21.82167235,8,Adreno 505,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,,159,720 x 1440 ,5.5,Yes,Android,Qualcomm SDM435 Snapdragon 435,16,2,Removable,3000,59.99
Motorola,Moto Z4,15,8,Adreno 612,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,OLED,4K,1080p,165,1080 x 2340 ,6.4,Yes,Android,Qualcomm SDM675 Snapdragon 675,128,4,Non-removable,3600,299.99
Motorola,One Vision,15,8,Mali-G72,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,LTPS IPS LCD,4K,1080p,180,1080 x 2520 ,6.3,Yes,Android,Exynos 9609,128,4,Non-removable,3500,195
Nokia,C5 Endi,10,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,200,720 x 1600 ,6.52,Yes,Android,Mediatek MT6762 Helio P22,64,3,Non-removable,4000,150
Nokia,C2 Tennen,10,4,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,720p,180,720 x 1440 ,5.45,Yes,Android,Mediatek MT6761 Helio A22,16,2,Non-removable,3000,60
Nokia,C2 Tava,10,4,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,720p,180,720 x 1440 ,5.45,Yes,Android,Mediatek MT6761 Helio A22,16,2,Non-removable,3000,100
Nokia,8.3 5G,18,8,Adreno 620,Mini-SIM,5G,IPS LCD,4K,1080p,220,1080 x 2400 ,6.81,Yes,Android,Qualcomm SDM765 Snapdragon 765G,64,6,Non-removable,4500,500
Nokia,5.3,10,8,Adreno 610,Mini-SIM,LTE,IPS LCD,1080p,1080p,185,720 x 1600 ,6.55,Yes,Android,Qualcomm SM6125 Snapdragon 665,64,3,Non-removable,4000,149.95
Nokia,1.3,21.82167235,4,Adreno 308,Mini-SIM,LTE,IPS LCD,720p,720p,155,720 x 1520 ,5.71,Yes,Android,Qualcomm QM215,16,1,Removable,3000,64.98
Nokia,2.3,21.82167235,4,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,,183,720 x 1520 ,6.2,Yes,Android,Mediatek MT6761 Helio A22,32,2,Non-removable,4000,99.57
Nokia,7.2,10,8,Adreno 512,Mini-SIM,LTE,IPS LCD,4K,1080p,180,1080 x 2280 ,6.3,Yes,Android,Qualcomm SDM660 Snapdragon 660,64,4,Non-removable,3500,198.31
Nokia,6.2,10,8,Adreno 509,Mini-SIM,LTE,IPS LCD,4K,1080p,180,1080 x 2280 ,6.3,Yes,Android,Qualcomm SDM636 Snapdragon 636,32,3,Non-removable,3500,166.11
Nokia,3.1 C,10,4,Adreno 504,Mini-SIM,LTE,IPS LCD,1080p,720p,156,720 x 1440 ,5.45,Yes,Android,Qualcomm SDM429 Snapdragon 429,32,2,Non-removable,2990,126
Nokia,3.1 A,10,4,Adreno 504,Mini-SIM,LTE,IPS LCD,1080p,720p,156,720 x 1440 ,5.45,Yes,Android,Qualcomm SDM429 Snapdragon 429,32,2,Non-removable,2990,81
Nokia,2.2,21.82167235,4,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,1080p,153,720 x 1520 ,5.71,Yes,Android,Mediatek MT6761 Helio A22,16,2,Removable,3000,69.99
Oppo,Reno4 Pro 5G,65,8,Adreno 620,Mini-SIM,5G,AMOLED,4K,1080p,172,1080 x 2400 ,6.55,No,Android,Qualcomm SDM765 Snapdragon 765G,128,8,Non-removable,4000,470
Oppo,Reno4 5G,65,8,Adreno 620,Mini-SIM,5G,AMOLED,4K,1080p,183,1080 x 2400 ,6.43,No,Android,Qualcomm SDM765 Snapdragon 765G,128,8,Non-removable,4000,370
Oppo,Find X2 Neo,30,8,Adreno 620,Mini-SIM,5G,AMOLED,4K,1080p,171,1080 x 2400 ,6.5,No,Android,Qualcomm SDM765 Snapdragon 765G,256,12,Non-removable,4025,587.4
Oppo,A92s,18,8,Mali-G57,Mini-SIM,5G,LTPS IPS LCD,4K,1080p,184,1080 x 2400 ,6.57,Yes,Android,MediaTek MT6873V Dimensity 800 5G,128,6,Non-removable,4000,290
Oppo,Find X2 Lite,30,8,Adreno 620,Mini-SIM,5G,AMOLED,4K,1080p,180,1080 x 2400 ,6.4,Yes,Android,Qualcomm SDM765 Snapdragon 765G,128,8,Non-removable,4025,399
Oppo,Ace2,65,8,Adreno 650,Nano-SIM,5G,AMOLED,4K,1080p,186,1080 x 2400 ,6.55,No,Android,Qualcomm SM8250 Snapdragon 865,128,8,Non-removable,4000,520
Oppo,A12e,21.82167235,8,Adreno 506,Nano-SIM,LTE,IPS LCD,1080p,1080p,168,720 x 1520 ,6.2,Yes,Android,Qualcomm SDM450 Snapdragon 450,64,3,Non-removable,4230,120
Oppo,Reno3,30,8,PowerVR GM9446,Nano-SIM,LTE,AMOLED,4K,1080p,170,1080 x 2400 ,6.4,Yes,Android,Mediatek MT6779 Helio P90,128,8,Non-removable,4025,324.38
Oppo,Find X2 Pro,65,8,Adreno 650,"Dual SIM (Mini-SIM, dual stand-by)",5G,AMOLED,4K,1080p,217,1440 x 3168 ,6.7,No,Android,Qualcomm SM8250 Snapdragon 865,256,12,Non-removable,4260,1010.71
Oppo,Find X2,65,8,Adreno 650,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)",5G,AMOLED,4K,1080p,209,1440 x 3168 ,6.7,No,Android,Qualcomm SM8250 Snapdragon 865,128,8,Non-removable,4200,969.99
Oppo,Reno3 Pro,30,8,PowerVR GM9446,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,4K,1080p,175,1080 x 2400 ,6.4,Yes,Android,Mediatek Helio P95,128,8,Non-removable,4025,349.788
Oppo,F15,20,8,Mali-G72,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LTE,AMOLED,1080p,1080p,172,1080 x 2400 ,6.4,Yes,Android,Mediatek MT6771V Helio P70,128,8,Non-removable,4025,299.89
Oppo,Reno3 Pro 5G,30,8,Adreno 620,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",5G,AMOLED,4K,1080p,171,1080 x 2400 ,6.5,No,Android,Qualcomm SDM765 Snapdragon 765G,128,8,Non-removable,4025,690
Oppo,Reno3 Youth,30,8,Adreno 620,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)",5G,AMOLED,4K,1080p,180,1080 x 2400 ,6.4,Yes,Android,Qualcomm SDM765 Snapdragon 765G,128,8,Non-removable,4025,400
Oppo,Reno3 5G,30,8,Mali-G77,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",5G,AMOLED,4K,1080p,181,1080 x 2400 ,6.4,Yes,Android,Mediatek MT6885Z Dimensity 1000L,128,8,Non-removable,4025,440
Oppo,A91,20,8,Mali-G72,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LTE,AMOLED,1080p,1080p,172,1080 x 2400 ,6.4,Yes,Android,Mediatek MT6771V Helio P70,128,8,Non-removable,4025,269.98
Oppo,A8,21.82167235,8,PowerVR GE8320,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,1080p,180,720 x 1600 ,6.5,Yes,Android,Mediatek MT6765V/CB Helio P35,128,4,Non-removable,4230,150
Oppo,Reno Ace,65,8,Adreno 640,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,AMOLED,4K,1080p,200,1080 x 2400 ,6.5,Yes,Android,Qualcomm SM8150 Snapdragon 855+,128,8,Non-removable,4000,607.77
Oppo,Reno A,21.82167235,8,Adreno 616,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",LTE,AMOLED,4K,1080p,169.5,1080 x 2340 ,6.4,Yes,Android,Qualcomm SDM710 Snapdragon 710,128,6,Non-removable,3600,280
Oppo,A5 (2020),21.82167235,8,Adreno 610,"Single SIM (Nano-SIM) or Dual SIM (Mini-SIM, dual stand-by)",LTE,IPS LCD,4K,1080p,195,720 x 1600 ,6.5,Yes,Android,Qualcomm SDM665 Snapdragon 665,64,3,Non-removable,5000,148.96
Oppo,A9 (2020),10,8,Adreno 610,"Dual SIM (Mini-SIM, dual stand-by)",LTE,IPS LCD,4K,1080p,195,720 x 1600 ,6.5,Yes,Android,Qualcomm SDM665 Snapdragon 665,128,4,Non-removable,5000,179.99
Oppo,Reno2,20,8,Adreno 618,"Dual SIM (Mini-SIM, dual stand-by)",LTE,AMOLED,4K,1080p,189,1080 x 2400 ,6.5,Yes,Android,Qualcomm SDM730 Snapdragon 730G,128,8,Non-removable,4000,399.99
Oppo,Reno2 F,20,8,Mali-G72,Nano-SIM,LTE,AMOLED,1080p,1080p,195,1080 x 2340 ,6.5,Yes,Android,Mediatek MT6771V Helio P70,128,8,Non-removable,4000,374.9
Oppo,Reno2 Z,20,8,PowerVR GM9446,Nano-SIM,LTE,AMOLED,4K,1080p,195,1080 x 2340 ,6.53,Yes,Android,Mediatek MT6779 Helio P90,128,8,Non-removable,4000,269
Oppo,Reno Z,20,8,PowerVR GM9446,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,AMOLED,4K,1080p,186,1080 x 2340 ,6.4,Yes,Android,Mediatek MT6779 Helio P90,128,4,Non-removable,4035,330
Oppo,A9x,20,8,Mali-G72,Mini-SIM,LTE,LTPS IPS LCD,1080p,1080p,190,1080 x 2340 ,6.53,Yes,Android,Mediatek MT6771V Helio P70,128,6,Non-removable,4020,260
Oppo,Reno 5G,20,8,Adreno 640,Mini-SIM,5G,AMOLED,4K,1080p,215,1080 x 2340 ,6.6,No,Android,Qualcomm SM8150 Snapdragon 855,256,8,Non-removable,4065,880
Oppo,A1k,21.82167235,8,PowerVR GE8320,Mini-SIM,LTE,IPS LCD,1080p,720p,170,720 x 1560 ,6.1,Yes,Android,Mediatek MT6762 Helio P22,32,2,Non-removable,4000,100
Oppo,A5 (AX5),21.82167235,8,Adreno 506,Mini-SIM,LTE,IPS LCD,1080p,1080p,168,720 x 1520 ,6.2,Yes,Android,Qualcomm SDM450 Snapdragon 450,32,3,Non-removable,4230,230
Realme,X3 SuperZoom,30,8,Adreno 640,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,4K,1080p,202,1080 x 2400 ,6.6,No,Android,Qualcomm SM8150 Snapdragon 855+,128,8,Non-removable,4200,499
Realme,6S,30,8,Mali-G76,Mini-SIM,LTE,IPS LCD,4K,1080p,191,1080 x 2400 ,6.5,Yes,Android,Mediatek MT6785 Helio G90T,64,4,Non-removable,4300,200
Realme,X50 Pro Player,65,8,Adreno 650,Mini-SIM,5G,Super AMOLED,4K,1080p,209,1080 x 2400 ,6.44,No,Android,Qualcomm SM8250 Snapdragon 865,128,6,Non-removable,4200,464.99
Realme,Narzo 10,18,8,Mali-G52,Mini-SIM,LTE,IPS LCD,1080p,1080p,199,720 x 1600 ,6.5,Yes,Android,Mediatek Helio G80,128,4,Non-removable,5000,150
Realme,Narzo 10A,10,8,Mali-G52,Mini-SIM,LTE,IPS LCD,1080p,1080p,195,720 x 1600 ,6.5,Yes,Android,Mediatek Helio G70,32,3,Non-removable,5000,100
Realme,X50m 5G,30,8,Adreno 620,Mini-SIM,5G,IPS LCD,4K,1080p,194,1080 x 2400 ,6.57,No,Android,Qualcomm SDM765 Snapdragon 765G,128,6,Non-removable,4200,276.11
Realme,6i,18,8,Mali-G52,Mini-SIM,LTE,IPS LCD,1080p,1080p,199,720 x 1600 ,6.5,Yes,Android,Mediatek Helio G80,64,3,Non-removable,5000,164.14
Realme,6 Pro,30,8,Adreno 618,Mini-SIM,LTE,IPS LCD,4K,1080p,202,1080 x 2400 ,6.6,Yes,Android,Qualcomm SM7125 Snapdragon 720G,64,6,Non-removable,4300,249
Realme,X50 Pro 5G,65,8,Adreno 650,Mini-SIM,5G,Super AMOLED,4K,1080p,205,1080 x 2400 ,6.44,No,Android,Qualcomm SM8250 Snapdragon 865,128,6,Non-removable,4200,435.99
Realme,C3 (3 cameras),10,8,Mali-G52,Mini-SIM,LTE,IPS LCD,1080p,1080p,195,720 x 1600 ,6.5,Yes,Android,Mediatek Helio G70,32,2,Non-removable,5000,124.94
Realme,X50 5G,30,8,Adreno 620,Mini-SIM,5G,IPS LCD,4K,1080p,202,1080 x 2400 ,6.57,No,Android,Qualcomm SDM765 Snapdragon 765G,64,6,Non-removable,4200,239.99
Realme,5i,10,8,Adreno 610,Mini-SIM,LTE,IPS LCD,4K,1080p,195,720 x 1600 ,6.52,Yes,Android,Qualcomm SDM665 Snapdragon 665,32,3,Non-removable,5000,139.99
Realme,5s,10,8,Adreno 610,Pre-installed Nano-SIM,LTE,IPS LCD,4K,1080p,198,720 x 1600 ,6.5,Yes,Android,Qualcomm SDM665 Snapdragon 665,64,4,Non-removable,5000,169
Realme,C2s,21.82167235,8,PowerVR GE8320,Nano-SIM,LTE,IPS LCD,1080p,1080p,166,720 x 1560 ,6.1,Yes,Android,Mediatek MT6762 Helio P22,32,3,Non-removable,4000,40
Realme,C2 2020,21.82167235,8,PowerVR GE8320,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,1080p,1080p,166,720 x 1560 ,6.1,Yes,Android,Mediatek MT6762 Helio P22,32,2,Non-removable,4000,100
Realme,X2 Pro,50,8,Adreno 640,"Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,4K,1080p,199,1080 x 2400 ,6.5,Yes,Android,Qualcomm SM8150 Snapdragon 855+,64,6,Non-removable,4000,429.9
Realme,XT,20,8,Adreno 616,"Dual SIM (Nano-SIM, dual stand-by)",LTE,Super AMOLED,4K,1080p,183,1080 x 2340 ,6.4,Yes,Android,Qualcomm SDM712 Snapdragon 712,64,4,Non-removable,4000,204.9
Realme,5 Pro,20,8,Adreno 616,"Dual SIM (Nano-SIM, dual stand-by)",LTE,IPS LCD,4K,1080p,184,1080 x 2340 ,6.3,Yes,Android,Qualcomm SDM712 Snapdragon 712,64,4,Non-removable,4035,188.1
